Title,Year,Genre,Country,imdbRating,imdbVotes,imdbID,Year2,imdbRating2
In the Name of Honour,2010–2011,"Drama, Romance",Romania,7.5,94,tt1695569,2010,75.0
Venice the Series,2009–,Drama,USA,7.6,766,tt1695746,2009,76.0
The Increasingly Poor Decisions of Todd Margaret,2009–2016,Comedy,"USA, UK",7.6,"5,503",tt1695989,2009,76.0
Huntik: Secrets and Seekers,2009–2012,"Animation, Action, Adventure, Fantasy, Mystery","USA, Italy",8.1,516,tt1696969,2009,81.0
True Justice,2010–2012,"Action, Crime, Drama, Thriller","Canada, USA",4.9,"1,982",tt1697033,2010,49.0
Das Haus Anubis,2009–,"Adventure, Drama, Family",Germany,3.6,120,tt1697789,2009,36.0
Kidnap and Ransom,2011–,"Crime, Drama, Thriller",UK,7.1,556,tt1698158,2011,71.0
Miris kise na Balkanu,2010–,"Drama, Romance, War",Serbia,7.2,228,tt1698245,2010,72.0
The Red Band Society,2011–,"Comedy, Drama",Spain,8.2,"1,230",tt1698292,2011,82.0
The Trip,2010–,Comedy,UK,8.1,"5,550",tt1698441,2010,81.0
Tierra de lobos,2010–2014,"Action, Adventure, Drama",Spain,7.2,318,tt1698445,2010,72.0
Backwash,2010–,Comedy,USA,4.4,199,tt1699205,2010,44.0
Drinking Made Easy,2010–,Reality-TV,USA,8.2,140,tt1699208,2010,82.0
The Cat in the Hat Knows a Lot About That!,2010–,"Animation, Family","Canada, UK, USA",6.7,325,tt1699440,2010,67.0
The Great Outdoors,2010–,Comedy,UK,7.5,111,tt1699659,2010,75.0
Hell on Wheels,2011–2016,"Drama, Western","Canada, UK",8.3,"43,940",tt1699748,2011,83.0
Reed Between the Lines,2011–,Comedy,USA,6.5,371,tt1699763,2011,65.0
Laços de Sangue,2010–,"Drama, Romance",Portugal,7.2,127,tt1700448,2010,72.0
The Bionic Vet,2010–,Documentary,UK,8.9,66,tt1701106,2010,89.0
Good Vibes,2011,"Animation, Comedy",USA,7.3,844,tt1701982,,73.0
An Idiot Abroad,2010–2012,"Documentary, Adventure, Comedy, Reality-TV",UK,8.3,"27,561",tt1702042,2010,83.0
Criminal Minds: Suspect Behavior,2011,"Crime, Drama, Mystery, Thriller",USA,6.4,"4,507",tt1703874,,64.0
Wilfred,2011–2014,"Comedy, Drama, Mystery",USA,7.8,"38,420",tt1703925,2011,78.0
True Crime: Bloodlines,2010–,Biography,New Zealand,5.9,51,tt1703927,2010,59.0
Breakout,2010–,History,Canada,7.8,228,tt1704294,2010,78.0
Power Rangers Samurai,2011–2012,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",USA,5.0,"1,529",tt1704503,2011,50.0
La Reina del Sur,2011–2019,"Action, Crime, Drama, Thriller","USA, Spain, Colombia, Mexico",8.3,"1,134",tt1704637,2011,83.0
G.I. Joe: Renegades,2010–2011,"Animation, Action, Adventure, Sci-Fi",USA,7.1,849,tt1705038,2010,71.0
New Kids on the Block,2007–,Comedy,Netherlands,7.1,563,tt1705084,2007,71.0
Strange Sex,2010–,Documentary,USA,5.3,110,tt1705089,2010,53.0
Teresa,2010–,"Drama, Romance",Mexico,7.9,671,tt1705090,2010,79.0
Who the (Bleep) Did I Marry,2010–,"Documentary, Biography, Crime",USA,6.7,391,tt1705096,2010,67.0
Q.10,2010–,Drama,Japan,7.7,30,tt1706186,2010,77.0
Grandma's House,2010–2012,Comedy,UK,8.0,977,tt1706532,2010,80.0
The Book of Bantorra,2009–2010,"Animation, Action, Fantasy",Japan,6.8,127,tt1706644,2009,68.0
Beyond Scared Straight,2011–2015,"Crime, Reality-TV",USA,7.4,937,tt1707374,2011,74.0
Working Class,2011–,"Comedy, Family",USA,6.1,164,tt1707394,2011,61.0
Victorian Pharmacy,2010–,Documentary,UK,8.2,103,tt1707771,2010,82.0
Iron Man,2010–,"Animation, Action, Sci-Fi","USA, Japan",6.6,897,tt1707807,2010,66.0
Joan & Melissa: Joan Knows Best?,2011–2014,Reality-TV,"USA, Australia",6.2,290,tt1707809,2011,62.0
Taarak Mehta Ka Ooltah Chashmah,2008–,"Comedy, Family",India,8.0,"4,018",tt1708446,2008,80.0
This Movie Sucks!,2010–,"Action, Comedy, Horror",Canada,8.2,151,tt1708448,2010,82.0
The Island,2010–,"Drama, History, Mystery",Greece,9.0,"1,444",tt1708523,2010,90.0
Roger & Val Have Just Got In,2010–,Comedy,UK,8.0,315,tt1708882,2010,80.0
Sym-Bionic Titan,2010–2011,"Animation, Action, Adventure",USA,8.2,"1,788",tt1709198,2010,82.0
The Octonauts,2010–,Animation,"USA, Ireland, UK",7.4,600,tt1710177,2010,74.0
Doc McStuffins,2012–,"Animation, Family, Fantasy, Music, Musical","USA, Ireland",6.7,"1,546",tt1710295,2012,67.0
Regular Show,2009–2017,"Animation, Action, Adventure, Comedy, Fantasy, Sci-Fi",USA,8.3,"25,199",tt1710308,2009,83.0
T.U.F.F. Puppy,2010–2015,"Animation, Action, Adventure, Comedy, Family",USA,5.5,"2,669",tt1710310,2010,55.0
Men with Brooms,2010–,Comedy,Canada,4.4,128,tt1710525,2010,44.0
Dag,2010–2015,"Comedy, Drama",Norway,8.6,"3,521",tt1711386,2010,86.0
Surviving the Cut,2010–,Reality-TV,USA,8.0,493,tt1711419,2010,80.0
The Great Food Truck Race,2010–,"Game-Show, Reality-TV",USA,6.7,433,tt1711420,2010,67.0
White Van Man,2010–,Comedy,UK,6.8,444,tt1711422,2010,68.0
Keizoku 2: SPEC - Keishichou kouanbu kouan daigoka mishou jiken tokubetsu taisakugakari jikenbo,2010–,Drama,Japan,7.8,132,tt1712150,2010,78.0
Extreme Weight Loss,2011–,Reality-TV,USA,6.0,730,tt1713288,2011,60.0
Derren Brown Investigates,2010–,Documentary,UK,8.3,146,tt1713691,2010,83.0
XIII: The Series,2011–,"Action, Crime, Drama, Mystery, Thriller","Canada, France",6.7,"2,403",tt1713938,2011,67.0
Flipping Vegas,2011–,Reality-TV,USA,4.5,485,tt1714050,2011,45.0
Perception,2012–2015,"Crime, Drama, Mystery, Thriller",USA,7.5,"17,454",tt1714204,2012,75.0
Fatal Attractions,2010–,Documentary,UK,8.0,153,tt1714425,2010,80.0
The Young Turks,2005–,"Comedy, News, Talk-Show",USA,6.1,"1,144",tt1714810,2005,61.0
Psychic Detective Yakumo,2010–,"Animation, Mystery, Thriller",Japan,6.8,205,tt1715081,2010,68.0
The Hive,2010–2016,Animation,UK,6.7,106,tt1715134,2010,67.0
JourneyQuest,2010–,"Action, Adventure, Comedy",USA,8.1,544,tt1715332,2010,81.0
The Annoying Orange,2009–,"Comedy, Family, Fantasy",USA,3.7,"1,268",tt1715368,2009,37.0
Jon Benjamin Has a Van,2011,Comedy,USA,7.6,"1,538",tt1717343,,76.0
Silk,2011–2014,Drama,UK,8.0,"3,712",tt1717455,2011,80.0
The Onion News Network,2011–,"Comedy, News",USA,7.9,609,tt1717499,2011,79.0
Onion SportsDome,2011–,"Comedy, Sport",USA,7.3,113,tt1717500,2011,73.0
BlackBoxTV,2010–,"Horror, Mystery, Sci-Fi",USA,7.4,189,tt1718249,2010,74.0
Love & Hip Hop,2010–,Reality-TV,USA,5.1,603,tt1718437,2010,51.0
Mad,2010–2013,"Animation, Comedy",USA,5.6,"2,426",tt1718438,2010,56.0
The Spanish Civil War,1983–,"Documentary, History, War",UK,8.3,78,tt1718608,1983,83.0
America's Court with Judge Ross,2010–,Drama,USA,3.9,123,tt1719758,2010,39.0
Good Dog,2011–,"Comedy, Drama",Canada,3.6,166,tt1719831,2011,36.0
Hardy Bucks,2010–,Comedy,Ireland,8.0,317,tt1719837,2010,80.0
Trivia,2011–,Comedy,Ireland,8.0,50,tt1720019,2011,80.0
The Real Housewives of Beverly Hills,2010–,Reality-TV,USA,4.7,"4,038",tt1720601,2010,47.0
Top Chef: Just Desserts,2010–,Reality-TV,USA,6.4,697,tt1720607,2010,64.0
Elvira's Movie Macabre,2010–,Horror,USA,8.6,270,tt1721556,2010,86.0
Pretend Time,2010–,Comedy,USA,6.1,748,tt1721648,2010,61.0
Sister Wives,2010–,Reality-TV,USA,4.3,"1,940",tt1721666,2010,43.0
The Yard,2011–,Comedy,Canada,7.7,344,tt1721669,2011,77.0
Ultimate Spider-Man,2012–2017,"Animation, Action, Adventure, Comedy, Sci-Fi",USA,7.2,"9,060",tt1722512,2012,72.0
Bondi Vet,2009–,"Documentary, Reality-TV",Australia,7.7,190,tt1723626,2009,77.0
Dallas,2012–2014,"Drama, Romance",USA,7.2,"9,621",tt1723760,2012,72.0
Girls,2012–2017,"Comedy, Drama",USA,7.3,"60,476",tt1723816,2012,73.0
Jamie's 30 Minute Meals,2010–,Documentary,UK,7.9,226,tt1724448,2010,79.0
Uusi päivä,2010–,"Comedy, Drama, Family",Finland,5.6,43,tt1724525,2010,56.0
Green Lantern: The Animated Series,2011–2013,"Animation, Action, Adventure, Family, Sci-Fi",USA,8.1,"5,184",tt1724587,2011,81.0
Ebert Presents: At the Movies,2010–,Talk-Show,USA,7.5,198,tt1724588,2010,75.0
Actors Entertainment,2009–,Talk-Show,USA,8.8,270,tt1725140,2009,88.0
Fish Hooks,2010–2018,"Animation, Adventure, Comedy",USA,4.8,"2,600",tt1725902,2010,48.0
Whites,2010–,Comedy,UK,7.6,"1,395",tt1726576,2010,76.0
The Looney Tunes Show,2011–2014,"Animation, Comedy, Family",USA,7.6,"6,763",tt1726839,2011,76.0
GCB,2012,"Comedy, Drama",USA,6.9,"7,946",tt1727387,,69.0
My Babysitter's a Vampire,2011–2012,"Action, Comedy, Fantasy, Horror",Canada,7.1,"3,272",tt1727434,2011,71.0
Panty & Stocking with Garterbelt,2010,"Animation, Action, Comedy, Fantasy",Japan,7.6,"1,249",tt1727444,,76.0
Instruktor,2010–,"Adventure, Comedy",Croatia,8.8,72,tt1727565,2010,88.0
Sandokan,1992–,"Animation, Adventure",Spain,7.5,93,tt1727706,1992,75.0
Khichdi,2002–,Comedy,India,8.7,"1,694",tt1727829,2002,87.0
Alcatraz,2012,"Action, Crime, Drama, Mystery, Thriller","USA, Canada",7.0,"37,319",tt1728102,,70.0
Pearlie,2008–,"Animation, Comedy","Australia, Canada",6.5,60,tt1728224,2008,65.0
SketchersonsTV,2010–2011,Comedy,Canada,2.7,65,tt1728226,2010,27.0
Eagleheart,2010–2014,"Action, Comedy",USA,7.5,"1,534",tt1728860,2010,75.0
Hero Factory,2010–,"Animation, Adventure, Sci-Fi",USA,5.1,142,tt1728863,2010,51.0
The Resistance,2010–,Sci-Fi,USA,6.6,106,tt1728933,2010,66.0
Ángel o demonio,2011,"Drama, Fantasy, Mystery",Spain,6.9,232,tt1728967,,69.0
Shades of Darkness,1983–1986,"Drama, Horror",UK,8.5,108,tt1729107,1983,85.0
The A-List: New York,2010–,Reality-TV,USA,4.6,289,tt1729127,2010,46.0
Star Driver,2010–,"Animation, Action, Sci-Fi",Japan,6.4,119,tt1729627,2010,64.0
Aim High,2011–,Thriller,USA,7.6,571,tt1730374,2011,76.0
H+,2011–,Sci-Fi,USA,7.3,629,tt1730523,2011,73.0
Say Yes to the Dress: Atlanta,2010–,Reality-TV,USA,5.7,352,tt1730755,2010,57.0
Angel's Friends,2008–,Animation,Italy,7.5,118,tt1731708,2008,75.0
Starke man,2010–,Comedy,Sweden,6.9,134,tt1731737,2010,69.0
Tiger & Dragon,2005–,Comedy,Japan,8.2,144,tt1731947,2005,82.0
Nepobedivo srce,2010–,"Drama, History, Romance",Serbia,5.4,145,tt1733412,2010,54.0
Stacey Dooley Investigates,2009–,Documentary,UK,6.4,146,tt1733604,2009,64.0
Bron/Broen,2011–2018,"Crime, Mystery, Thriller","Sweden, Denmark, Germany",8.7,"47,617",tt1733785,2011,87.0
Trollhunters: Tales of Arcadia,2016–2018,"Animation, Adventure, Comedy, Family, Fantasy","USA, Mexico",8.4,"9,862",tt1734135,2016,84.0
The Vanilla Ice Project,2010–,Reality-TV,USA,6.2,249,tt1734192,2010,62.0
Marple,2004–2013,"Crime, Drama, Mystery","UK, USA",7.8,"4,226",tt1734537,2004,78.0
Extra Virgin,2011–,Reality-TV,USA,8.2,100,tt1735362,2011,82.0
World of Jenks,2010–,Documentary,USA,8.1,174,tt1736039,2010,81.0
Borgia,2011–2014,"Biography, Drama, History","France, Germany, Italy, Czech Republic",7.9,"5,279",tt1736341,2011,79.0
Feuten,2010–,"Drama, Romance",Netherlands,7.5,717,tt1736398,2010,75.0
The Only Way Is Essex,2010–,Reality-TV,UK,3.1,"1,968",tt1737565,2010,31.0
Squid Girl,2010–,"Animation, Comedy",Japan,7.6,299,tt1738090,2010,76.0
Bakuman.,2010–2013,"Animation, Comedy, Drama, Romance",Japan,8.0,"1,460",tt1738419,2010,80.0
Gato Fedorento: Esmiúça os Sufrágios,2009–,Comedy,Portugal,7.8,146,tt1738509,2009,78.0
IRT: Deadliest Roads,2010–,Reality-TV,USA,7.5,510,tt1739276,2010,75.0
Powder,2010–,Crime,India,8.6,456,tt1739744,2010,86.0
Rishta.com,2010–,Drama,India,8.4,382,tt1739752,2010,84.0
My Bride Is a Mermaid,2007–,"Animation, Comedy, Fantasy, Romance",Japan,7.4,535,tt1739796,2007,74.0
Fareed Zakaria GPS,2008–,Talk-Show,USA,7.3,116,tt1740123,2008,73.0
Secret Story - Casa dos Segredos,2010–,Reality-TV,Portugal,2.9,102,tt1740159,2010,29.0
The Man in the High Castle,2015–,"Drama, Sci-Fi, Thriller",USA,8.1,"64,793",tt1740299,2015,81.0
Superbook,2011–,"Animation, Adventure, Family",USA,8.2,89,tt1740717,2011,82.0
The Talk,2010–,Talk-Show,USA,3.8,"1,354",tt1740718,2010,38.0
The Office: The 3rd Floor,2010–,Comedy,USA,7.2,76,tt1740835,2010,72.0
Suburgatory,2011–2014,Comedy,USA,7.2,"29,163",tt1741256,2011,72.0
Natholdet - med Anders Breinholt,2010–,Talk-Show,Denmark,7.5,144,tt1741602,2010,75.0
Sakarya-Firat,2009–2013,"Action, Drama, Romance, War",Turkey,7.1,429,tt1741647,2009,71.0
Vyprávej,2009–,"Comedy, Drama",Czech Republic,6.8,102,tt1741649,2009,68.0
Bitmeyen sarki,2010–,"Comedy, Drama, Music",Turkey,5.3,82,tt1741684,2010,53.0
Poliisit,2009–,Documentary,Finland,7.2,89,tt1741952,2009,72.0
Auction Hunters,2010–,Reality-TV,USA,6.0,"2,946",tt1742340,2010,60.0
I genia ton 592 euro,2010–,"Comedy, Drama, Romance",Greece,6.5,123,tt1742464,2010,65.0
PhoneShop,2009–,Comedy,UK,7.7,"1,963",tt1742965,2009,77.0
The LXD: The Legion of Extraordinary Dancers,2010–,"Action, Adventure, Music",USA,7.1,710,tt1743034,2010,71.0
Stan Lee's Superhumans,2010–,Documentary,USA,7.4,627,tt1743275,2010,74.0
Triumph of Love,2010–,"Drama, Romance, Thriller",Mexico,6.5,448,tt1743281,2010,65.0
Napoleon Dynamite,2012,"Animation, Comedy",USA,6.4,"2,607",tt1743880,,64.0
The Little House,2010–,Drama,UK,6.1,111,tt1743899,2010,61.0
Jane by Design,2012,"Comedy, Drama",USA,7.4,"9,662",tt1743904,,74.0
Cinemassacre's Monster Madness,2007–2016,Documentary,USA,8.9,"1,323",tt1743990,2007,89.0
Ramsay's Best Restaurant,2010–,Reality-TV,UK,7.0,384,tt1744230,2010,70.0
Case Sensitive,2011–2012,"Crime, Thriller",UK,6.8,509,tt1744638,2011,68.0
Beyond Survival with Les Stroud,2010–,"Documentary, Action, Adventure, Reality-TV",Canada,7.6,306,tt1744861,2010,76.0
Doc Martin,2011–,Comedy,France,6.8,127,tt1745066,2011,68.0
Kimi ni todoke,2009–,"Animation, Comedy, Drama",Japan,8.0,"1,578",tt1745240,2009,80.0
Leonardo,2011–,Adventure,UK,6.5,187,tt1745588,2011,65.0
Las fierbinti,2012–,Comedy,Romania,8.4,"1,497",tt1745739,2012,84.0
"Stolen Voices, Buried Secrets",2011–,"Documentary, Crime",USA,6.3,96,tt1745953,2011,63.0
Kurage hime,2010–,"Animation, Comedy, Romance",Japan,8.0,521,tt1746043,2010,80.0
The Cavalry,2010–,Comedy,Denmark,7.8,105,tt1746088,2010,78.0
Togainu no chi,2010–,"Animation, Action, Drama",Japan,6.5,97,tt1746123,2010,65.0
Sidekick,2010–2018,"Animation, Action, Comedy, Family, Fantasy, Sci-Fi",Canada,4.5,"1,018",tt1746428,2010,45.0
Ask That Guy with the Glasses,2008–,"Short, Comedy",USA,7.6,314,tt1746682,2008,76.0
Electric City,2012–,"Animation, Short, Action",USA,7.0,227,tt1746961,2012,70.0
Ring of Honor Wrestling,2009–,Sport,USA,7.9,341,tt1747437,2009,79.0
Robotomy,2010–2011,"Animation, Comedy, Sci-Fi",USA,6.2,209,tt1747438,2010,62.0
Swamp People,2010–,"Action, Reality-TV",USA,6.3,"1,958",tt1747551,2010,63.0
You Know What's Bullshit,2007–,Comedy,USA,7.8,856,tt1747894,2007,78.0
Pioneer One,2010–,"Drama, Sci-Fi",USA,7.0,781,tt1748166,2010,70.0
Zach Stone Is Gonna Be Famous,2013,Comedy,USA,8.3,"1,759",tt1748277,,83.0
Alguien Te Mira,2010–,"Crime, Horror, Thriller",USA,8.2,110,tt1748418,2010,82.0
Case Histories,2011–,"Crime, Drama, Mystery",UK,8.0,"2,394",tt1748888,2011,80.0
Come Fly with Me,2010–2011,Comedy,UK,7.5,"6,095",tt1749004,2010,75.0
Daam,2010–,"Drama, Romance",Pakistan,8.4,41,tt1749177,2010,84.0
The Ghost Prophecies,2010–,Reality-TV,USA,5.6,137,tt1749794,2010,56.0
James May's Man Lab,2010–,Documentary,UK,7.8,800,tt1750269,2010,78.0
Los Héroes del Norte,2010–,"Comedy, Music, Romance",Mexico,7.4,172,tt1750695,2010,74.0
My Little Pony: Friendship Is Magic,2010–,"Animation, Adventure, Comedy, Drama, Family, Fantasy, Musical, Sci-Fi","USA, Canada",7.7,"17,711",tt1751105,2010,77.0
Oreimo: My Little Sister Can't Be This Cute?,2010–2013,"Animation, Comedy, Drama, Romance",Japan,6.5,987,tt1751305,2010,65.0
The Almighty Johnsons,2011–2013,"Drama, Fantasy",New Zealand,8.2,"3,872",tt1752076,2011,82.0
The Benson Interruption,2010–,Comedy,USA,7.1,104,tt1752127,2010,71.0
The Last Word with Lawrence O'Donnell,2010–,"News, Talk-Show",USA,6.1,363,tt1752508,2010,61.0
Wipeout Canada,2011–,Game-Show,Canada,2.4,121,tt1753229,2011,24.0
¿Qué fue de Jorge Sanz?,2010–2017,Comedy,Spain,7.6,212,tt1753345,2010,76.0
Küçük Sirlar,2010–,Drama,Turkey,3.5,506,tt1755473,2010,35.0
Mohawk Girls,2010–2017,Comedy,Canada,7.1,133,tt1755606,2010,71.0
Skins,2011,"Comedy, Drama","Canada, UK",4.0,"5,267",tt1755893,,40.0
American Restoration,2010–,Reality-TV,USA,6.7,"2,554",tt1756927,2010,67.0
Appleseed XIII,2011–,"Animation, Sci-Fi",Japan,5.7,197,tt1756988,2011,57.0
Cash Cab,2008–,Game-Show,Canada,7.6,111,tt1757027,2008,76.0
Dar Cheshm-e Baad,2008–,History,Iran,8.0,370,tt1757050,2008,80.0
Iris,2009–,"Action, Mystery, Romance",South Korea,8.1,"1,093",tt1757202,2009,81.0
Michael: Every Day,2011,Comedy,Canada,7.1,252,tt1757812,,71.0
Mara Clara,2010–2011,"Crime, Drama, Mystery, Romance",Philippines,8.6,159,tt1758290,2010,86.0
Switched at Birth,2011–2017,"Drama, Family, Romance",USA,7.8,"21,493",tt1758772,2011,78.0
Hollywood Treasure,2010–,Reality-TV,USA,7.7,345,tt1759136,2010,77.0
Veep,2012–,Comedy,USA,8.2,"34,609",tt1759761,2012,82.0
Charlie's Angels,2011,"Action, Adventure, Crime, Drama, Mystery",USA,4.5,"3,845",tt1760943,,45.0
Embarrassing Bodies,2008–,Documentary,UK,7.0,297,tt1761449,2008,70.0
Ouk an lavois para tou mi ehontos,2010–,"Animation, Comedy",Greece,7.5,236,tt1761768,2010,75.0
Pound Puppies,2010–2013,"Animation, Comedy, Family","USA, Canada",6.8,242,tt1761811,2010,68.0
Mr. Young,2011–2013,"Comedy, Family, Fantasy",Canada,5.8,"1,079",tt1763751,2011,58.0
Mudpit,2011–2013,"Adventure, Comedy",Canada,4.7,119,tt1763752,2011,47.0
În derivã,2010–,Drama,Romania,8.2,578,tt1764129,2010,82.0
R.L. Stine's The Haunting Hour,2010–2014,"Drama, Family, Fantasy","USA, Canada",8.1,"1,552",tt1765510,2010,81.0
Kickin' It,2011–2015,"Action, Comedy, Family",USA,6.2,"3,947",tt1765622,2011,62.0
Winners & Losers,2011–2016,"Comedy, Drama, Romance",Australia,7.1,959,tt1767256,2011,71.0
Accused,2010–2012,"Crime, Drama",UK,8.0,"1,591",tt1769411,2010,80.0
Rastamouse,2011–,Animation,UK,8.0,112,tt1770211,2011,80.0
Bridalplasty,2010–,Reality-TV,USA,3.0,255,tt1770959,2010,30.0
Common Law,2012,"Comedy, Crime",USA,8.0,"5,646",tt1771072,,80.0
Eden,2011–,Drama,USA,6.8,86,tt1771188,2011,68.0
Expedition Impossible,2011–,Reality-TV,USA,7.4,267,tt1771224,2011,74.0
Restaurant: Impossible,2011–,Reality-TV,USA,6.9,"1,452",tt1771742,2011,69.0
Commercial Kings,2011–,"Comedy, Reality-TV",USA,7.7,195,tt1772159,2011,77.0
Whisker Wars,2011–,Reality-TV,USA,5.8,118,tt1772196,2011,58.0
Wild Card,2011–,"Comedy, Drama",USA,5.7,223,tt1772201,2011,57.0
Yu-Gi-Oh! The Abridged Series: Season Zero,2010–,Comedy,UK,8.1,110,tt1772226,2010,81.0
How the States Got Their Shapes,2011–2012,"Documentary, Adventure, History",USA,8.1,508,tt1772281,2011,81.0
Auction Kings,2010–,Reality-TV,USA,6.0,665,tt1772447,2010,60.0
Bellicher,2010–,Thriller,Netherlands,7.2,231,tt1772452,2010,72.0
Ninja Robots,1985–1986,"Animation, Action, Adventure",Japan,8.5,124,tt1772619,1985,85.0
The 1st Shop of Coffee Prince,2007,"Comedy, Drama, Romance",South Korea,8.3,"2,934",tt1772685,,83.0
A.N.T. Farm,2011–2014,"Comedy, Drama, Family",USA,4.9,"5,127",tt1772752,2011,49.0
Duts,2010,Comedy,Belgium,7.4,166,tt1772831,,74.0
7 Days,2009–,"Comedy, Game-Show",New Zealand,8.1,133,tt1773120,2009,81.0
La Pola,2010–,Drama,Colombia,8.1,71,tt1773176,2010,81.0
Love It or List It,2008–,Reality-TV,Canada,6.3,"1,367",tt1773182,2008,63.0
Tegen de sterren op,2010–,"Comedy, Reality-TV",Belgium,6.5,105,tt1773212,2010,65.0
Ancient Worlds,2010–,Documentary,UK,7.4,130,tt1777715,2010,74.0
The Hour,2011–2012,Drama,UK,8.0,"8,791",tt1778108,2011,80.0
Platinum Hit,2011–,"Music, Reality-TV",USA,6.8,140,tt1778985,2011,68.0
Ross Kemp in Search of Pirates,2009–,Documentary,UK,7.5,136,tt1779237,2009,75.0
Avengers Assemble!,2010–,Comedy,USA,6.5,227,tt1779952,2010,65.0
Is This a Zombie?,2011–2012,"Animation, Action, Comedy",Japan,7.4,"1,063",tt1780262,2011,74.0
Portlandia,2011–2018,Comedy,USA,7.8,"16,084",tt1780441,2011,78.0
Flying Wild Alaska,2011–,Reality-TV,USA,8.2,520,tt1781092,2011,82.0
Hotell Gyllene Knorren,2010–,Family,Sweden,5.2,102,tt1781237,2010,52.0
The Sparticle Mystery,2011–,"Adventure, Family, Fantasy, Sci-Fi",UK,7.0,354,tt1781715,2011,70.0
Ti Ti Ti,2010–,"Comedy, Drama",Brazil,7.6,67,tt1781724,2010,76.0
Hot Package,2012–2015,Comedy,USA,6.9,117,tt1781834,2012,69.0
Upstairs Downstairs,2010–2012,Drama,UK,7.4,"4,943",tt1782352,2010,74.0
NTSF:SD:SUV,2011–2013,Comedy,USA,7.4,"2,518",tt1783495,2011,74.0
Clan,2012,"Comedy, Crime, Drama",Belgium,7.9,567,tt1783844,,79.0
Digimon Xros Wars,2010–2011,"Animation, Action, Adventure",Japan,7.9,143,tt1783878,2010,79.0
Fatmagül'ün Suçu Ne?,2010–2012,"Drama, Romance",Turkey,5.5,"4,171",tt1783916,2010,55.0
Öyle Bir Geçer Zaman ki,2010–2013,"Adventure, Drama, Family",Turkey,6.6,"3,518",tt1784141,2010,66.0
Top Chef Canada,2011–,Reality-TV,Canada,6.9,129,tt1784288,2011,69.0
Storage Wars,2010–,Reality-TV,USA,6.4,"8,081",tt1785123,2010,64.0
Ghahveye Talkh,2010–,"Comedy, History",Iran,7.3,"1,116",tt1785914,2010,73.0
Naor's Friends,2006–,Comedy,Israel,7.0,107,tt1785923,2006,70.0
Holmes Inspection,2009–,Reality-TV,Canada,8.1,193,tt1785938,2009,81.0
Life Unjarred,2010–,Comedy,Canada,3.3,16,tt1786048,2010,33.0
Sons of Guns,2011–,Reality-TV,USA,6.1,"1,453",tt1786203,2011,61.0
Bar Karma,2010–,Sci-Fi,USA,6.2,212,tt1786211,2010,62.0
Ugunsgreks,2009–,Drama,Latvia,3.6,109,tt1786323,2009,36.0
Yer Gök Ask,2010–,Romance,Turkey,3.5,285,tt1786368,2010,35.0
State of Georgia,2011,Comedy,USA,6.7,989,tt1786704,,67.0
Desert Car Kings,2011–,Reality-TV,USA,5.6,100,tt1786812,2011,56.0
Magical Egypt,2001–,Documentary,USA,8.5,79,tt1787082,2001,85.0
Decoded,2010–,"Documentary, Reality-TV",USA,6.4,699,tt1787217,2010,64.0
A Gurls Wurld,2010–,Family,"Singapore, Australia, Germany",7.3,178,tt1787281,2010,73.0
The Boat,2011–2013,"Adventure, Drama, Mystery, Sci-Fi",Spain,7.5,"3,520",tt1788634,2011,75.0
Wallace and Gromit's World of Invention,2010,"Documentary, Animation, Comedy, Family",UK,7.4,560,tt1789621,,74.0
Bite Me,2010–,"Comedy, Horror",USA,7.8,556,tt1790033,2010,78.0
Brew Masters,2010–,Documentary,USA,8.2,178,tt1790045,2010,82.0
Oprah's Master Class,2011–,Documentary,USA,5.3,164,tt1790281,2011,53.0
Piratas,2011,Adventure,Spain,5.1,96,tt1790326,,51.0
Wlatcy móch,2006–,"Animation, Comedy",Poland,5.1,100,tt1790606,2006,51.0
Inception: Motion Comics,2010–,Action,USA,7.6,596,tt1790736,2010,76.0
A Different Spin with Mark Hoppus,2010–,"Music, Talk-Show",USA,7.0,60,tt1790909,2010,70.0
Allen Gregory,2011,"Animation, Comedy",USA,4.3,"3,040",tt1790914,,43.0
Bitchin' Kitchen,2010–,"Comedy, Reality-TV",Canada,6.7,278,tt1790927,2010,67.0
Cook's Country from America's Test Kitchen,2008–,Documentary,USA,8.6,176,tt1790939,2008,86.0
Den fördömde,2010–,"Crime, Drama, Thriller",Sweden,6.6,515,tt1790954,2010,66.0
The Morgana Show,2010–,Comedy,UK,6.2,132,tt1792496,2010,62.0
The Unemployment of Danny London,2010–,Comedy,USA,8.7,173,tt1792500,2010,87.0
Cubed,2009–,"Comedy, Sport",USA,3.5,190,tt1792654,2009,35.0
Cake Boss: Next Great Baker,2010–,Reality-TV,USA,6.1,410,tt1794050,2010,61.0
The L.A. Complex,2012,Drama,Canada,7.1,"2,643",tt1794147,,71.0
Okresni prebor,2010–,"Comedy, Sport",Czech Republic,8.0,167,tt1794286,2010,80.0
Behzat Ç.: Bir Ankara Polisiyesi,2010–2013,"Crime, Drama, Mystery, Thriller",Turkey,8.7,"22,734",tt1795096,2010,87.0
Papiny dochki,2007–2013,Comedy,Russia,5.5,"1,282",tt1796154,2007,55.0
Anderson Live,2011–,Talk-Show,USA,4.8,167,tt1796776,2011,48.0
Homeland,2011–,"Crime, Drama, Mystery, Thriller",USA,8.3,"275,575",tt1796960,2011,83.0
